"Year","Age","mx","qx","ax","lx","dx","Lx","Tx","ex","Country"
2016,85,"0.06404","0.06205","0.5",64535,"4004","62533","472584","7.32","ESP"
2016,86,"0.07418","0.07153","0.5",60530,"4330","58366","410052","6.77","ESP"
2016,87,"0.08484","0.08139","0.5",56201,"4574","53914","351686","6.26","ESP"
2016,88,"0.09703","0.09254","0.5",51627,"4778","49238","297772","5.77","ESP"
2016,89,"0.11283","0.10681","0.5",46849,"5004","44347","248534","5.31","ESP"
2016,90,"0.13128","0.12319","0.5",41845,"5155","39268","204187","4.88","ESP"
2016,91,"0.14852","0.13826","0.5",36690,"5073","34154","164920","4.49","ESP"
2016,92,"0.17049","0.1571","0.5",31617,"4967","29134","130766","4.14","ESP"
2016,93,"0.18869","0.17242","0.5",26650,"4595","24353","101632","3.81","ESP"
2016,94,"0.21317","0.19264","0.5",22055,"4249","19931","77279","3.5","ESP"
2016,95,"0.24003","0.21431","0.5",17806,"3816","15898","57349","3.22","ESP"
2016,96,"0.26949","0.23749","0.5",13990,"3323","12329","41450","2.96","ESP"
2016,97,"0.30115","0.26174","0.5",10668,"2792","9272","29121","2.73","ESP"
2016,98,"0.33482","0.2868","0.5",7876,"2259","6746","19849","2.52","ESP"
2016,99,"0.37025","0.31242","0.5",5617,"1755","4739","13103","2.33","ESP"
2016,100,"0.40714","0.33828","0.5",3862,"1306","3209","8364","2.17","ESP"
2016,101,"0.44511","0.36408","0.5",2556,"930","2090","5155","2.02","ESP"
2016,102,"0.48374","0.38952","0.5",1625,"633","1309","3065","1.89","ESP"
2016,103,"0.52255","0.4143","0.5",992,"411","787","1756","1.77","ESP"
2016,104,"0.5611","0.43817","0.5",581,"255","454","969","1.67","ESP"
2016,105,"0.59892","0.4609","0.5",326,"150","251","516","1.58","ESP"
2016,106,"0.6356","0.48232","0.5",176,"85","134","264","1.5","ESP"
2016,107,"0.67077","0.50231","0.5",91,"46","68","131","1.44","ESP"
2016,108,"0.70413","0.52078","0.5",45,"24","34","63","1.38","ESP"
2016,109,"0.73544","0.53771","0.5",22,"12","16","29","1.34","ESP"
2016,110,"0.76454","1","1.31",10,"10","13","13","1.31","ESP"
2017,75,"0.01398","0.01389","0.5",86670,"1204","86069","1242729","14.34","ESP"
2017,76,"0.01577","0.01565","0.5",85467,"1337","84798","1156660","13.53","ESP"
2017,77,"0.01838","0.01821","0.5",84129,"1532","83364","1071862","12.74","ESP"
2017,78,"0.02179","0.02156","0.5",82598,"1781","81707","988498","11.97","ESP"
2017,79,"0.02513","0.02482","0.5",80817,"2006","79814","906791","11.22","ESP"
2017,80,"0.02848","0.02808","0.5",78811,"2213","77705","826977","10.49","ESP"
2017,81,"0.03364","0.03308","0.5",76598,"2534","75331","749272","9.78","ESP"
2017,82,"0.03968","0.03891","0.5",74064,"2882","72623","673941","9.1","ESP"
2017,83,"0.04591","0.04488","0.5",71182,"3195","69585","601318","8.45","ESP"
2017,84,"0.05387","0.05245","0.5",67987,"3566","66204","531733","7.82","ESP"
2017,85,"0.06346","0.06151","0.5",64421,"3962","62440","465529","7.23","ESP"
2017,86,"0.07298","0.07041","0.5",60459,"4257","58330","403089","6.67","ESP"
2017,87,"0.08782","0.08413","0.5",56202,"4728","53838","344758","6.13","ESP"
2017,88,"0.09973","0.09499","0.5",51474,"4890","49029","290921","5.65","ESP"
2017,89,"0.11772","0.11118","0.5",46584,"5179","43994","241892","5.19","ESP"
2017,90,"0.13538","0.1268","0.5",41405,"5250","38780","197898","4.78","ESP"
2017,91,"0.15399","0.14298","0.5",36155,"5170","33570","159118","4.4","ESP"
2017,92,"0.17103","0.15756","0.5",30985,"4882","28544","125548","4.05","ESP"
2017,93,"0.19554","0.17813","0.5",26103,"4650","23778","97003","3.72","ESP"
2017,94,"0.2191","0.19746","0.5",21454,"4236","19336","73225","3.41","ESP"
2017,95,"0.24859","0.22111","0.5",17217,"3807","15314","53889","3.13","ESP"
2017,96,"0.2794","0.24515","0.5",13410,"3288","11767","38576","2.88","ESP"
2017,97,"0.31243","0.27022","0.5",10123,"2735","8755","26809","2.65","ESP"
2017,98,"0.34749","0.29606","0.5",7387,"2187","6294","18054","2.44","ESP"
2017,99,"0.38429","0.32235","0.5",5200,"1676","4362","11760","2.26","ESP"
2017,100,"0.42246","0.34878","0.5",3524,"1229","2909","7398","2.1","ESP"
2017,101,"0.46157","0.37502","0.5",2295,"861","1865","4488","1.96","ESP"
2017,102,"0.50117","0.40075","0.5",1434,"575","1147","2624","1.83","ESP"
2017,103,"0.54075","0.42566","0.5",859,"366","677","1477","1.72","ESP"
2017,104,"0.57983","0.44951","0.5",494,"222","383","800","1.62","ESP"
2017,105,"0.61792","0.47207","0.5",272,"128","208","417","1.54","ESP"
2017,106,"0.65463","0.4932","0.5",143,"71","108","210","1.46","ESP"
2017,107,"0.68957","0.51277","0.5",73,"37","54","102","1.4","ESP"
2017,108,"0.72248","0.53075","0.5",35,"19","26","48","1.35","ESP"
2017,109,"0.75315","0.54712","0.5",17,"9","12","22","1.31","ESP"
2017,110,"0.78146","1","1.28",8,"8","10","10","1.28","ESP"
2018,75,"0.01383","0.01374","0.5",86847,"1193","86251","1253985","14.44","ESP"
2018,76,"0.01638","0.01625","0.5",85654,"1392","84958","1167735","13.63","ESP"
2018,77,"0.01786","0.0177","0.5",84263,"1492","83517","1082777","12.85","ESP"
2018,78,"0.02096","0.02074","0.5",82771,"1717","81913","999260","12.07","ESP"
2018,79,"0.02483","0.02452","0.5",81054,"1988","80060","917347","11.32","ESP"
2018,80,"0.0294","0.02898","0.5",79067,"2291","77921","837287","10.59","ESP"
2018,81,"0.03376","0.0332","0.5",76775,"2549","75501","759366","9.89","ESP"
2018,82,"0.03832","0.0376","0.5",74226,"2791","72831","683865","9.21","ESP"
2018,83,"0.04472","0.04374","0.5",71435,"3125","69873","611034","8.55","ESP"
2018,84,"0.05262","0.05127","0.5",68311,"3502","66560","541161","7.92","ESP"
2018,85,"0.06181","0.05996","0.5",64809,"3886","62866","474601","7.32","ESP"
2018,86,"0.07249","0.06995","0.5",60923,"4262","58792","411736","6.76","ESP"
2018,87,"0.08449","0.08107","0.5",56661,"4593","54364","352944","6.23","ESP"
2018,88,"0.09966","0.09493","0.5",52067,"4943","49596","298580","5.73","ESP"
2018,89,"0.11349","0.10739","0.5",47125,"5061","44594","248984","5.28","ESP"
2018,90,"0.13309","0.12479","0.5",42064,"5249","39439","204389","4.86","ESP"
2018,91,"0.14848","0.13822","0.5",36815,"5088","34271","164950","4.48","ESP"
2018,92,"0.16813","0.15509","0.5",31727,"4920","29266","130679","4.12","ESP"
2018,93,"0.18907","0.17274","0.5",26806,"4631","24491","101413","3.78","ESP"
2018,94,"0.21751","0.19618","0.5",22176,"4350","20000","76922","3.47","ESP"
2018,95,"0.24229","0.21611","0.5",17825,"3852","15899","56921","3.19","ESP"
2018,96,"0.27227","0.23965","0.5",13973,"3349","12299","41022","2.94","ESP"
2018,97,"0.30448","0.26425","0.5",10624,"2808","9221","28724","2.7","ESP"
2018,98,"0.33872","0.28966","0.5",7817,"2264","6685","19503","2.49","ESP"
2018,99,"0.37474","0.3156","0.5",5553,"1752","4676","12818","2.31","ESP"
2018,100,"0.4122","0.34176","0.5",3800,"1299","3151","8142","2.14","ESP"
2018,101,"0.45071","0.36782","0.5",2501,"920","2041","4991","2","ESP"
2018,102,"0.48981","0.39345","0.5",1581,"622","1270","2950","1.87","ESP"
2018,103,"0.52904","0.41837","0.5",959,"401","759","1679","1.75","ESP"
2018,104,"0.56792","0.44232","0.5",558,"247","434","921","1.65","ESP"
2018,105,"0.60598","0.46507","0.5",311,"145","239","486","1.56","ESP"
2018,106,"0.64279","0.48645","0.5",166,"81","126","247","1.49","ESP"
2018,107,"0.67799","0.50634","0.5",85,"43","64","122","1.42","ESP"
2018,108,"0.71128","0.52468","0.5",42,"22","31","58","1.37","ESP"
2018,109,"0.74244","0.54144","0.5",20,"11","15","27","1.32","ESP"
2018,110,"0.77131","1","1.3",9,"9","12","12","1.3","ESP"
2019,75,"0.01338","0.01329","0.5",87062,"1157","86483","1286966","14.78","ESP"
2019,76,"0.01523","0.01511","0.5",85905,"1298","85256","1200483","13.97","ESP"
2019,77,"0.01755","0.0174","0.5",84607,"1472","83870","1115227","13.18","ESP"
2019,78,"0.01938","0.01919","0.5",83134,"1596","82337","1031356","12.41","ESP"
2019,79,"0.02252","0.02227","0.5",81539,"1816","80631","949020","11.64","ESP"
2019,80,"0.02664","0.02629","0.5",79723,"2096","78675","868389","10.89","ESP"
2019,81,"0.03154","0.03105","0.5",77627,"2410","76422","789714","10.17","ESP"
2019,82,"0.03674","0.03608","0.5",75217,"2714","73860","713292","9.48","ESP"
2019,83,"0.04183","0.04097","0.5",72503,"2970","71018","639432","8.82","ESP"
2019,84,"0.05028","0.04905","0.5",69533,"3411","67827","568414","8.17","ESP"
2019,85,"0.05843","0.05677","0.5",66122,"3754","64245","500587","7.57","ESP"
2019,86,"0.06776","0.06554","0.5",62369,"4088","60325","436341","7","ESP"
2019,87,"0.08032","0.07722","0.5",58281,"4500","56031","376017","6.45","ESP"
2019,88,"0.09221","0.08814","0.5",53781,"4740","51410","319986","5.95","ESP"
2019,89,"0.10791","0.10238","0.5",49040,"5021","46530","268575","5.48","ESP"
2019,90,"0.12566","0.11823","0.5",44019,"5204","41417","222046","5.04","ESP"
2019,91,"0.14204","0.13262","0.5",38815,"5148","36241","180628","4.65","ESP"
2019,92,"0.16077","0.1488","0.5",33667,"5010","31162","144387","4.29","ESP"
2019,93,"0.18353","0.1681","0.5",28657,"4817","26249","113225","3.95","ESP"
2019,94,"0.19732","0.1796","0.5",23840,"4282","21699","86977","3.65","ESP"
2019,95,"0.22822","0.20485","0.5",19558,"4006","17555","65277","3.34","ESP"
2019,96,"0.25675","0.22754","0.5",15552,"3539","13783","47722","3.07","ESP"
2019,97,"0.28751","0.25137","0.5",12013,"3020","10503","33940","2.83","ESP"
2019,98,"0.32037","0.27613","0.5",8993,"2483","7752","23436","2.61","ESP"
2019,99,"0.35511","0.30156","0.5",6510,"1963","5528","15685","2.41","ESP"
2019,100,"0.39145","0.32737","0.5",4547,"1489","3803","10156","2.23","ESP"
2019,101,"0.42903","0.35325","0.5",3058,"1080","2518","6353","2.08","ESP"
2019,102,"0.46745","0.3789","0.5",1978,"749","1603","3835","1.94","ESP"
2019,103,"0.50626","0.404","0.5",1229,"496","980","2232","1.82","ESP"
2019,104,"0.545","0.42829","0.5",732,"314","575","1252","1.71","ESP"
2019,105,"0.5832","0.45153","0.5",419,"189","324","676","1.62","ESP"
2019,106,"0.62042","0.47353","0.5",230,"109","175","352","1.53","ESP"
2019,107,"0.65628","0.49414","0.5",121,"60","91","177","1.46","ESP"
2019,108,"0.69045","0.51326","0.5",61,"31","45","86","1.4","ESP"
2019,109,"0.72265","0.53084","0.5",30,"16","22","40","1.36","ESP"
2019,110,"0.7527","1","1.33",14,"14","19","19","1.33","ESP"
1990,75,"0.05187","0.05056","0.5",60668,"3067","59134","564136","9.3","EST"
1990,76,"0.05339","0.05201","0.5",57600,"2996","56103","505002","8.77","EST"
1990,77,"0.05699","0.05541","0.5",54605,"3026","53092","448899","8.22","EST"
1990,78,"0.07366","0.07105","0.5",51579,"3664","49747","395807","7.67","EST"
1990,79,"0.07323","0.07064","0.5",47915,"3385","46222","346060","7.22","EST"
1990,80,"0.09218","0.08812","0.5",44530,"3924","42568","299838","6.73","EST"
1990,81,"0.1","0.09523","0.5",40606,"3867","38673","257270","6.34","EST"
1990,82,"0.10593","0.1006","0.5",36739,"3696","34891","218597","5.95","EST"
1990,83,"0.12245","0.11539","0.5",33043,"3813","31137","183706","5.56","EST"
1990,84,"0.13871","0.12971","0.5",29230,"3792","27334","152570","5.22","EST"
1990,85,"0.14512","0.1353","0.5",25439,"3442","23718","125235","4.92","EST"
1990,86,"0.1482","0.13797","0.5",21997,"3035","20479","101518","4.62","EST"
1990,87,"0.18049","0.16555","0.5",18962,"3139","17392","81038","4.27","EST"
1990,88,"0.19192","0.17512","0.5",15823,"2771","14437","63646","4.02","EST"
1990,89,"0.20948","0.18962","0.5",13052,"2475","11814","49209","3.77","EST"
1990,90,"0.2282","0.20483","0.5",10577,"2167","9494","37394","3.54","EST"
1990,91,"0.24807","0.2207","0.5",8410,"1856","7482","27900","3.32","EST"
1990,92,"0.26906","0.23716","0.5",6554,"1554","5777","20418","3.12","EST"
1990,93,"0.29114","0.25415","0.5",5000,"1271","4365","14641","2.93","EST"
1990,94,"0.31426","0.27159","0.5",3729,"1013","3223","10276","2.76","EST"
1990,95,"0.33833","0.28938","0.5",2716,"786","2323","7054","2.6","EST"
1990,96,"0.36327","0.30743","0.5",1930,"593","1634","4730","2.45","EST"
1990,97,"0.38897","0.32564","0.5",1337,"435","1119","3097","2.32","EST"
1990,98,"0.4153","0.34389","0.5",902,"310","747","1977","2.19","EST"
1990,99,"0.44213","0.36208","0.5",592,"214","484","1231","2.08","EST"
1990,100,"0.46929","0.3801","0.5",377,"143","306","746","1.98","EST"
1990,101,"0.49664","0.39785","0.5",234,"93","187","441","1.88","EST"
1990,102,"0.52401","0.41522","0.5",141,"58","112","253","1.8","EST"
1990,103,"0.55124","0.43213","0.5",82,"36","65","142","1.72","EST"
1990,104,"0.57816","0.44851","0.5",47,"21","36","77","1.65","EST"
1990,105,"0.60463","0.46427","0.5",26,"12","20","41","1.59","EST"
1990,106,"0.63049","0.47937","0.5",14,"7","11","21","1.53","EST"
1990,107,"0.65563","0.49377","0.5",7,"4","5","11","1.48","EST"
1990,108,"0.67993","0.50742","0.5",4,"2","3","5","1.44","EST"
1990,109,"0.70328","0.52032","0.5",2,"1","1","3","1.4","EST"
1990,110,"0.72562","1","1.38",1,"1","1","1","1.38","EST"
1991,75,"0.04641","0.04536","0.5",61659,"2797","60260","571170","9.26","EST"
1991,76,"0.06071","0.05892","0.5",58862,"3468","57128","510910","8.68","EST"
1991,77,"0.06204","0.06017","0.5",55393,"3333","53727","453783","8.19","EST"
1991,78,"0.06982","0.06746","0.5",52060,"3512","50304","400056","7.68","EST"
1991,79,"0.07557","0.07282","0.5",48548,"3535","46780","349752","7.2","EST"
1991,80,"0.07894","0.07595","0.5",45013,"3419","43303","302972","6.73","EST"
1991,81,"0.09727","0.09276","0.5",41594,"3858","39665","259668","6.24","EST"
1991,82,"0.10107","0.09621","0.5",37736,"3631","35921","220003","5.83","EST"
1991,83,"0.12023","0.11341","0.5",34105,"3868","32172","184082","5.4","EST"
1991,84,"0.13589","0.12724","0.5",30238,"3847","28314","151911","5.02","EST"
1991,85,"0.15116","0.14054","0.5",26390,"3709","24536","123597","4.68","EST"
1991,86,"0.16303","0.15075","0.5",22681,"3419","20972","99061","4.37","EST"
1991,87,"0.19209","0.17525","0.5",19262,"3376","17574","78090","4.05","EST"
1991,88,"0.19978","0.18164","0.5",15886,"2886","14444","60515","3.81","EST"
1991,89,"0.22072","0.19878","0.5",13001,"2584","11709","46072","3.54","EST"
1991,90,"0.24318","0.21682","0.5",10416,"2258","9287","34363","3.3","EST"
1991,91,"0.26714","0.23567","0.5",8158,"1923","7197","25076","3.07","EST"
1991,92,"0.29256","0.25522","0.5",6235,"1591","5440","17879","2.87","EST"
1991,93,"0.31933","0.27537","0.5",4644,"1279","4005","12440","2.68","EST"
1991,94,"0.34736","0.29595","0.5",3365,"996","2867","8435","2.51","EST"
1991,95,"0.37648","0.31684","0.5",2369,"751","1994","5568","2.35","EST"
1991,96,"0.40652","0.33785","0.5",1619,"547","1345","3574","2.21","EST"
1991,97,"0.43728","0.35883","0.5",1072,"385","879","2229","2.08","EST"
1991,98,"0.46853","0.3796","0.5",687,"261","557","1349","1.96","EST"
1991,99,"0.50003","0.40002","0.5",426,"171","341","792","1.86","EST"
1991,100,"0.53153","0.41992","0.5",256,"107","202","451","1.76","EST"
1991,101,"0.56277","0.43919","0.5",148,"65","116","249","1.68","EST"
1991,102,"0.59353","0.4577","0.5",83,"38","64","134","1.6","EST"
1991,103,"0.62357","0.47536","0.5",45,"21","34","69","1.54","EST"
1991,104,"0.65269","0.4921","0.5",24,"12","18","35","1.48","EST"
1991,105,"0.68072","0.50786","0.5",12,"6","9","17","1.42","EST"
1991,106,"0.70749","0.52262","0.5",6,"3","4","8","1.38","EST"
1991,107,"0.7329","0.53635","0.5",3,"2","2","4","1.33","EST"
1991,108,"0.75686","0.54907","0.5",1,"1","1","2","1.3","EST"
1991,109,"0.77932","0.5608","0.5",1,"0","0","1","1.27","EST"
1991,110,"0.80025","1","1.25",0,"0","0","0","1.25","EST"
1992,75,"0.04701","0.04593","0.5",61410,"2820","60000","573731","9.34","EST"
1992,76,"0.05512","0.05364","0.5",58590,"3143","57018","513731","8.77","EST"
1992,77,"0.05986","0.05812","0.5",55447,"3222","53836","456713","8.24","EST"
1992,78,"0.06286","0.06095","0.5",52225,"3183","50633","402877","7.71","EST"
1992,79,"0.07486","0.07216","0.5",49042,"3539","47272","352243","7.18","EST"
1992,80,"0.0859","0.08236","0.5",45503,"3748","43629","304971","6.7","EST"
1992,81,"0.10092","0.09608","0.5",41755,"4012","39749","261342","6.26","EST"
1992,82,"0.09912","0.09444","0.5",37743,"3565","35961","221593","5.87","EST"
1992,83,"0.12082","0.11394","0.5",34179,"3894","32232","185632","5.43","EST"
1992,84,"0.12383","0.11661","0.5",30285,"3531","28519","153400","5.07","EST"
1992,85,"0.13759","0.12873","0.5",26753,"3444","25031","124881","4.67","EST"
1992,86,"0.16986","0.15656","0.5",23309,"3649","21485","99850","4.28","EST"
1992,87,"0.19066","0.17407","0.5",19660,"3422","17949","78366","3.99","EST"
1992,88,"0.22183","0.19968","0.5",16238,"3242","14617","60417","3.72","EST"
1992,89,"0.22254","0.20026","0.5",12995,"2602","11694","45800","3.52","EST"
1992,90,"0.24506","0.21831","0.5",10393,"2269","9258","34106","3.28","EST"
1992,91,"0.26906","0.23716","0.5",8124,"1927","7161","24848","3.06","EST"
1992,92,"0.2945","0.2567","0.5",6197,"1591","5402","17687","2.85","EST"
1992,93,"0.32128","0.27681","0.5",4607,"1275","3969","12285","2.67","EST"
1992,94,"0.34929","0.29736","0.5",3331,"991","2836","8316","2.5","EST"
1992,95,"0.37839","0.31819","0.5",2341,"745","1968","5480","2.34","EST"
1992,96,"0.40839","0.33914","0.5",1596,"541","1325","3512","2.2","EST"
1992,97,"0.43908","0.36004","0.5",1055,"380","865","2186","2.07","EST"
1992,98,"0.47025","0.38073","0.5",675,"257","546","1321","1.96","EST"
1992,99,"0.50165","0.40106","0.5",418,"168","334","775","1.85","EST"
1992,100,"0.53304","0.42087","0.5",250,"105","198","441","1.76","EST"
1992,101,"0.56417","0.44004","0.5",145,"64","113","243","1.68","EST"
1992,102,"0.59481","0.45846","0.5",81,"37","63","130","1.6","EST"
1992,103,"0.62472","0.47603","0.5",44,"21","34","67","1.53","EST"
1992,104,"0.65371","0.49267","0.5",23,"11","17","34","1.47","EST"
1992,105,"0.6816","0.50835","0.5",12,"6","9","17","1.42","EST"
1992,106,"0.70824","0.52303","0.5",6,"3","4","8","1.37","EST"
1992,107,"0.73353","0.53669","0.5",3,"1","2","4","1.33","EST"
1992,108,"0.75738","0.54935","0.5",1,"1","1","2","1.3","EST"
1992,109,"0.77974","0.56101","0.5",1,"0","0","1","1.27","EST"
1992,110,"0.80057","1","1.25",0,"0","0","0","1.25","EST"
1993,75,"0.04769","0.04658","0.5",58947,"2746","57574","546658","9.27","EST"
1993,76,"0.04397","0.04303","0.5",56201,"2418","54992","489084","8.7","EST"
1993,77,"0.06378","0.06181","0.5",53783,"3324","52121","434091","8.07","EST"
1993,78,"0.07025","0.06786","0.5",50459,"3424","48747","381970","7.57","EST"
1993,79,"0.07099","0.06856","0.5",47035,"3225","45422","333224","7.08","EST"
1993,80,"0.08628","0.08271","0.5",43810,"3624","41998","287801","6.57","EST"
1993,81,"0.10152","0.09662","0.5",40186,"3883","38245","245803","6.12","EST"
1993,82,"0.1091","0.10346","0.5",36304,"3756","34426","207558","5.72","EST"
1993,83,"0.12109","0.11417","0.5",32548,"3716","30690","173132","5.32","EST"
1993,84,"0.13424","0.1258","0.5",28832,"3627","27018","142442","4.94","EST"
1993,85,"0.14943","0.13904","0.5",25205,"3504","23453","115424","4.58","EST"
1993,86,"0.17232","0.15865","0.5",21700,"3443","19979","91971","4.24","EST"
1993,87,"0.18129","0.16622","0.5",18258,"3035","16740","71992","3.94","EST"
1993,88,"0.21182","0.19154","0.5",15223,"2916","13765","55252","3.63","EST"
1993,89,"0.23445","0.20985","0.5",12307,"2583","11016","41487","3.37","EST"
1993,90,"0.2587","0.22907","0.5",9724,"2228","8611","30471","3.13","EST"
1993,91,"0.28453","0.2491","0.5",7497,"1867","6563","21861","2.92","EST"
1993,92,"0.31186","0.26979","0.5",5629,"1519","4870","15298","2.72","EST"
1993,93,"0.34056","0.29101","0.5",4111,"1196","3513","10428","2.54","EST"
1993,94,"0.37048","0.31257","0.5",2914,"911","2459","6915","2.37","EST"
1993,95,"0.40142","0.33432","0.5",2003,"670","1669","4456","2.22","EST"
1993,96,"0.43318","0.35606","0.5",1334,"475","1096","2788","2.09","EST"
1993,97,"0.46549","0.3776","0.5",859,"324","697","1691","1.97","EST"
1993,98,"0.49809","0.39878","0.5",535,"213","428","995","1.86","EST"
1993,99,"0.53071","0.41942","0.5",321,"135","254","567","1.76","EST"
1993,100,"0.56307","0.43937","0.5",187,"82","146","313","1.68","EST"
1993,101,"0.5949","0.45852","0.5",105,"48","81","167","1.6","EST"
1993,102,"0.62595","0.47674","0.5",57,"27","43","87","1.53","EST"
1993,103,"0.656","0.49398","0.5",30,"15","22","44","1.47","EST"
1993,104,"0.68485","0.51016","0.5",15,"8","11","21","1.41","EST"
1993,105,"0.71235","0.52526","0.5",7,"4","5","10","1.37","EST"
1993,106,"0.73836","0.53927","0.5",3,"2","3","5","1.32","EST"
1993,107,"0.7628","0.55219","0.5",2,"1","1","2","1.28","EST"
1993,108,"0.78562","0.56405","0.5",1,"0","1","1","1.25","EST"
1993,109,"0.8068","0.57489","0.5",0,"0","0","0","1.23","EST"
1993,110,"0.82635","1","1.21",0,"0","0","0","1.21","EST"
1994,75,"0.04973","0.04853","0.5",56351,"2734","54984","527282","9.36","EST"
1994,76,"0.04992","0.0487","0.5",53617,"2611","52311","472298","8.81","EST"
1994,77,"0.06335","0.06141","0.5",51005,"3132","49439","419987","8.23","EST"
1994,78,"0.06557","0.06349","0.5",47873,"3040","46354","370548","7.74","EST"
1994,79,"0.07164","0.06916","0.5",44834,"3101","43284","324194","7.23","EST"
1994,80,"0.08431","0.0809","0.5",41733,"3376","40045","280910","6.73","EST"
1994,81,"0.10483","0.09961","0.5",38357,"3821","36447","240865","6.28","EST"
1994,82,"0.11094","0.10511","0.5",34537,"3630","32721","204418","5.92","EST"
1994,83,"0.11472","0.1085","0.5",30906,"3353","29230","171697","5.56","EST"
1994,84,"0.12819","0.12047","0.5",27553,"3319","25894","142467","5.17","EST"
1994,85,"0.15189","0.14117","0.5",24234,"3421","22523","116573","4.81","EST"
1994,86,"0.15174","0.14104","0.5",20813,"2935","19345","94050","4.52","EST"
1994,87,"0.17018","0.15683","0.5",17877,"2804","16475","74705","4.18","EST"
1994,88,"0.19814","0.18028","0.5",15074,"2718","13715","58230","3.86","EST"
1994,89,"0.21801","0.19658","0.5",12356,"2429","11142","44515","3.6","EST"
1994,90,"0.23928","0.21371","0.5",9927,"2122","8866","33373","3.36","EST"
1994,91,"0.26192","0.23159","0.5",7806,"1808","6902","24507","3.14","EST"
1994,92,"0.28591","0.25015","0.5",5998,"1500","5248","17605","2.94","EST"
1994,93,"0.31116","0.26927","0.5",4497,"1211","3892","12358","2.75","EST"
1994,94,"0.33759","0.28884","0.5",3286,"949","2812","8466","2.58","EST"
1994,95,"0.36508","0.30872","0.5",2337,"722","1976","5654","2.42","EST"
1994,96,"0.39347","0.32879","0.5",1616,"531","1350","3677","2.28","EST"
1994,97,"0.4226","0.34888","0.5",1084,"378","895","2327","2.15","EST"
1994,98,"0.45228","0.36887","0.5",706,"260","576","1432","2.03","EST"
1994,99,"0.48231","0.3886","0.5",446,"173","359","856","1.92","EST"
1994,100,"0.51246","0.40794","0.5",272,"111","217","497","1.82","EST"
1994,101,"0.54252","0.42676","0.5",161,"69","127","280","1.74","EST"
1994,102,"0.57228","0.44496","0.5",92,"41","72","153","1.66","EST"
1994,103,"0.60152","0.46244","0.5",51,"24","39","82","1.59","EST"
1994,104,"0.63005","0.47912","0.5",28,"13","21","42","1.53","EST"
1994,105,"0.65771","0.49494","0.5",14,"7","11","21","1.47","EST"
1994,106,"0.68433","0.50987","0.5",7,"4","5","10","1.42","EST"
1994,107,"0.7098","0.52387","0.5",4,"2","3","5","1.37","EST"
1994,108,"0.73401","0.53695","0.5",2,"1","1","2","1.34","EST"
1994,109,"0.75689","0.54909","0.5",1,"0","1","1","1.3","EST"
1994,110,"0.7784","1","1.28",0,"0","0","0","1.28","EST"
1995,75,"0.04884","0.04767","0.5",60317,"2876","58879","574335","9.52","EST"
1995,76,"0.05062","0.04937","0.5",57441,"2836","56023","515456","8.97","EST"
1995,77,"0.0546","0.05315","0.5",54605,"2902","53154","459433","8.41","EST"
1995,78,"0.0665","0.06436","0.5",51703,"3327","50039","406279","7.86","EST"
1995,79,"0.06492","0.06288","0.5",48375,"3042","46854","356241","7.36","EST"
1995,80,"0.08322","0.0799","0.5",45334,"3622","43523","309386","6.82","EST"
1995,81,"0.09744","0.09292","0.5",41712,"3876","39774","265864","6.37","EST"
1995,82,"0.10343","0.09835","0.5",37836,"3721","35975","226090","5.98","EST"
1995,83,"0.10922","0.10356","0.5",34115,"3533","32348","190115","5.57","EST"
1995,84,"0.12733","0.11971","0.5",30582,"3661","28751","157766","5.16","EST"
1995,85,"0.14678","0.13674","0.5",26921,"3681","25080","129015","4.79","EST"
1995,86,"0.16953","0.15628","0.5",23240,"3632","21424","103935","4.47","EST"
1995,87,"0.17236","0.15869","0.5",19608,"3112","18052","82511","4.21","EST"
1995,88,"0.19432","0.17711","0.5",16496,"2922","15035","64459","3.91","EST"
1995,89,"0.2142","0.19348","0.5",13575,"2626","12261","49423","3.64","EST"
1995,90,"0.23552","0.21071","0.5",10948,"2307","9795","37162","3.39","EST"
1995,91,"0.25827","0.22873","0.5",8641,"1977","7653","27367","3.17","EST"
1995,92,"0.2824","0.24746","0.5",6665,"1649","5840","19714","2.96","EST"
1995,93,"0.30785","0.26678","0.5",5016,"1338","4346","13874","2.77","EST"
1995,94,"0.33452","0.28659","0.5",3677,"1054","3151","9528","2.59","EST"
1995,95,"0.3623","0.30673","0.5",2624,"805","2221","6377","2.43","EST"
1995,96,"0.39102","0.32708","0.5",1819,"595","1521","4156","2.28","EST"
1995,97,"0.42053","0.34747","0.5",1224,"425","1011","2635","2.15","EST"
1995,98,"0.45061","0.36775","0.5",799,"294","652","1623","2.03","EST"
1995,99,"0.48105","0.38778","0.5",505,"196","407","972","1.92","EST"
1995,100,"0.51164","0.40742","0.5",309,"126","246","564","1.83","EST"
1995,101,"0.54214","0.42652","0.5",183,"78","144","318","1.74","EST"
1995,102,"0.57233","0.44499","0.5",105,"47","82","174","1.66","EST"
1995,103,"0.60199","0.46272","0.5",58,"27","45","93","1.59","EST"
1995,104,"0.63092","0.47962","0.5",31,"15","24","48","1.52","EST"
1995,105,"0.65894","0.49564","0.5",16,"8","12","24","1.47","EST"
1995,106,"0.68589","0.51073","0.5",8,"4","6","12","1.42","EST"
1995,107,"0.71164","0.52488","0.5",4,"2","3","6","1.37","EST"
1995,108,"0.73609","0.53806","0.5",2,"1","1","3","1.33","EST"
1995,109,"0.75917","0.55029","0.5",1,"0","1","1","1.3","EST"
